2019-03-05 12:42:32,RT At a time when the whole country wants to defeat Modi Shah duo Cong is helping BJP by splitting anti BJP vote Rumour,Delhi,0.2
2019-03-05 12:42:32,RT Congress We doubt BJP not forces We trust our forces Air Vice Marshall Kapoor We shot down F16 Sanjay Jha N,Delhi,-0.155555555555556
2019-03-05 12:42:32,RT Is this the tone of a leader who wants to ally with the other party Also if you knew about the secret deal,Bangalore,-0.108333333333333
2019-03-05 12:42:31,RT We had done multiple FIR against Sheila Dixit Now the BJP needs to tell what it did to those FIR s in last 8 months,Delhi,0
2019-03-05 12:42:31,RT Mallu SM is suddenly flooded with Modi s dyslexia clip Many seculars are pledging no vote for Modi as if they voted him,Delhi,0.25
2019-03-05 12:42:31,RT Tasteless mockery of with an uncivilised joke on a cruel condition called Dyslexia by reve,Delhi,-0.8
2019-03-05 12:42:31,Pakistan fires prominent govt minister within 24 hours of making derogatory remarks against Hindus Flip side abu,Delhi,0.5
2019-03-05 12:42:31,RT nabeel Meanwhile Somewhere in Modi s camp RT and spread across d border EverReadyPakistan PakistanNavy,Delhi,0
2019-03-05 12:42:30,Please look at this to learn how to rebuild Mother India BJP RSS India Bharat,Kanpur,0
2019-03-05 12:42:30,RT Verma sgh BJP entered in an alliance with Shiv Sena that repeatedly insulted Modi Sh,Delhi,0
2019-03-05 12:42:30,RT What will someone achieve by hacking BJP s website They should have hacked BJP s bank account and deposit 15 Lakhs in everyo,Chennai,0
2019-03-05 12:42:29,RT The Election Commission led by CEC amp Nira Radia s best buddy Sunil Arora is ensuring that Modi can announce all manners of goo,Mumbai,1
2019-03-05 12:42:29,RT WhyTheyhateModi Modi uses nationalism 4 politics Modi uses violence hate 4 politics Modi uses martyres blood 4 p,Delhi,-0.8
2019-03-05 12:42:28,RT Bhaiya aur Bhehno if you re not looking at the BJP website right now you re missing out,Delhi,0.042857142857143
2019-03-05 12:42:28,RT IndiaNewsManch MoS Rao Narbir Singh says BJP will repeat the term in state and nation He added that we saw the support in rece,Delhi,0
2019-03-05 12:42:28,RT Bhandari Fact PM Modi did a brave new thing allowed Air Force to bomb target in Pakistan That was major policy change by PM,Delhi,0.332954545454545
